referenced_tweets/0/type,referenced_tweets/0/id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,geo/place_id,id,conversation_id,lang,author_id,created_at,text,possibly_sensitive,source,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,attachments/media_keys/0,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/entity/description,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description
,,0,1,0,0,everyone,,,,,,,,,,,01939c9a2941c18a,"1,37555004579847E+018","1,37555004579847E+018",es,"1,32841932303618E+018",2021-03-26T20:47:42+00:00,"Vivimos ciertamente momentos muy complicados y serios
Debemos entender la gravedad de estas circunstancias y comprender que todo el personal de salud, tanto de servicio público como privado están realizando un esfuerzo sobrehumano para hacer frente a la #Pandemia por el #SarsCov2 https://t.co/QxB42UthXu",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,281,304,https://t.co/QxB42UthXu,https://twitter.com/SaludExpressA/status/1375550045798473729/video/1,pic.twitter.com/QxB42UthXu,254,263,Pandemia,271,280,SarsCov2,,,,,,,,,,,,,"7,13755494232924E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,0091aa1528882ccc,"1,3745390897232E+018","1,3745390897232E+018",es,111288167,2021-03-24T01:50:31+00:00,"Servicio público, urgente esta persona requiere donantes de sangre. en Boconó https://t.co/NoJhdMJRfA",False,Instagram,,,,,,78,101,https://t.co/NoJhdMJRfA,https://www.instagram.com/p/CMyJ3ocFamK/?igshid=1rl3y51yuz6sg,instagram.com/p/CMyJ3ocFamK/…,,,,,,,,,,,,,,,,,,,,71,76,0.9743,Place,Boconó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-70.26969,9.24367,,,,,,,https://pbs.twimg.com/news_img/1374539092491448323/AR1YnL2O?format=jpg&name=orig,810,1012,https://pbs.twimg.com/news_img/1374539092491448323/AR1YnL2O?format=jpg&name=150x150,150,150,200,"🅽🅾🆃🅸-🅱🅾🅲🅾🅽🅾 on Instagram: “Servicio público, urgente esta persona requiere donantes de sangre.”","🅽🅾🆃🅸-🅱🅾🅲🅾🅽🅾 shared a photo on Instagram: “Servicio público, urgente esta persona requiere donantes de sangre.” • See 7,319 photos and videos on their profile.",https://www.instagram.com/p/CMyJ3ocFamK/?igshid=1rl3y51yuz6sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,0032a06455f7e1ea,"1,37448756531143E+018","1,37448756531143E+018",es,176121994,2021-03-23T22:25:46+00:00,Servicio público. https://t.co/qCNmuK7ti7,False,Twitter for Android,,,,,,18,41,https://t.co/qCNmuK7ti7,https://twitter.com/monje2021/status/1374487565311430658/photo/1,pic.twitter.com/qCNmuK7ti7,,,,,,,,,,,,,,,,,,,"3,13744875623545E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,0032a06455f7e1ea,"1,37448744368925E+018","1,37448744368925E+018",es,176121994,2021-03-23T22:25:17+00:00,Servicio público. https://t.co/WtUe38TG98,False,Twitter for Android,,,,,,18,41,https://t.co/WtUe38TG98,https://twitter.com/monje2021/status/1374487443689246730/photo/1,pic.twitter.com/WtUe38TG98,,,,,,,,,,,,,,,,,,,"3,13744874405393E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0,0,0,everyone,109,119,YelmiraJB,120,134,jvarelaparra1,135,144,jsayagob,,00ec4c32070f5076,"1,3743294854961E+018","1,3743294854961E+018",es,53354063,2021-03-23T11:57:37+00:00,#23Marzo Irregularidades en el Funcionamiento de las estaciones de servicio que surten al transporte publico.@YelmiraJB @jvarelaparra1 @jsayagob Fontur ocupó arbitrariamente las bombas de gasolina y gasoil subsidiadas https://t.co/IDSfD8QAsY,False,Twitter for Android,,,,,,218,241,https://t.co/IDSfD8QAsY,https://www.costadelsolfm.org/2021/03/23/fontur-ocupo-arbitrariamente-las-bombas-de-gasolina-y-gasoil-subsidiadas/,costadelsolfm.org/2021/03/23/fon…,0,8,23Marzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,11,ElPitazoTV,,,,,,,2828470096,012b6b2c110f0c21,"1,37407921093177E+018","1,37407921093177E+018",es,256647369,2021-03-22T19:23:07+00:00,@ElPitazoTV #servicio publico https://t.co/zvUSYaNOcK,False,Twitter for Android,,,,,,30,53,https://t.co/zvUSYaNOcK,https://twitter.com/eudyp/status/1374079210931769358/photo/1,pic.twitter.com/zvUSYaNOcK,12,21,servicio,,,,,,,,,,,,,,,,"3,13740792033023E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,016eb87b25e8a354,"1,37329102815377E+018","1,37329102815377E+018",es,"1,36284510437398E+018",2021-03-20T15:11:10+00:00,"A esta hora en el estado Anzoátegui todo el transporte público superficial (BTR)parado sin prestar servicio en la zona norte de Anzoátegui que estará pasando en Lecheria, Anzoategui, Venezuela https://t.co/rjr6xFSv5N",False,Instagram,,,,,,193,216,https://t.co/rjr6xFSv5N,https://www.instagram.com/p/CMpR2DtFqBo0mrJ1XdQDlm6VEuZXzaVNTfNnpM0/?igshid=7izb4oc2o8i,instagram.com/p/CMpR2DtFqBo0…,,,,,,,,,,,,,,,,,,,,25,34,0.8397,Place,Anzoátegui,128,137,0.9818,Place,Anzoátegui,161,168,0.9905,Place,Lecheria,171,180,0.7782,Place,Anzoategui,183,191,949,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-64.6872,10.1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,37324609624017E+018",0,1,3,0,everyone,0,11,keminPorta,12,22,ccmarilyn,23,33,OttoNavas,326805912,01c93e351e3122fb,"1,3732464627636E+018","1,37321596256508E+018",es,72522854,2021-03-20T12:14:05+00:00,@keminPorta @ccmarilyn @OttoNavas @GladysMelet @bujay27 @Cherisima @lilianreyna @Loisinet @virgi_lagallega @tigsanchez @neurotico74 @estradawilly @cmrondon @Floralicianzola @chuecosusana @carolinaespada @minervadelia Servicio Publico https://t.co/y0pgniCWAX,False,Twitter for Android,,,,,,234,257,https://t.co/y0pgniCWAX,https://twitter.com/estebansmith/status/1373246462763601920/video/1,pic.twitter.com/y0pgniCWAX,,,,,,,,,,,,,34,46,GladysMelet,47,55,bujay27,"7,13732463886209E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,66,Cherisima,67,79,lilianreyna,80,89,Loisinet,90,106,virgi_lagallega,107,118,tigsanchez,119,131,neurotico74,132,145,estradawilly,146,155,cmrondon,,,,,,,,,,,156,172,Floralicianzola,173,186,chuecosusana,187,202,carolinaespada,203,216,minervadelia,,,,,,,,,,,,,,,,,,,,
,,178,1,44,1,everyone,,,,,,,,,,,01a73d6169f504ac,"1,3729465626834E+018","1,3729465626834E+018",es,83521740,2021-03-19T16:22:23+00:00,"SERVICIO PÚBLICO:
El músico y profesor Henry Guillermo Arellano requiere nuestro apoyo. Logro superar la pandemia, pero la enfermedad le dejó graves secuelas. Quienes puedan ayudar llamen a su esposa: Nery Carolina Rivero. Teléfonos: 0424-7422972/0412-6841143/0276-3558542 https://t.co/iZ4F6TygLT",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,273,296,https://t.co/iZ4F6TygLT,https://twitter.com/GustavoAzocarA/status/1372946562683404290/photo/1,pic.twitter.com/iZ4F6TygLT,,,,,,,,,,,,,,,,,,,"3,13729465580823E+019",39,62,0.9705,Person,Henry Guillermo Arellano,201,220,978,Person,Nery Carolina Rivero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0,1,0,everyone,211,224,MinpublicoVE,226,236,MIJP_Vzla,238,254,gestionperfecta,,00412d3d6cde22cc,"1,37294351091198E+018","1,37294351091198E+018",es,"1,17443981650895E+018",2021-03-19T16:10:15+00:00,"#RESPUESTAINMEDIATA ||🕵️ Funcionarios del Servicio de Investigación Penal, realizan inspección ordenada por el Ministerio Público, en el sector Llano Adentro de la parroquia La Guaira.

#QuitaleLaCoronaAlVirus 
@MinpublicoVE 
@MIJP_Vzla 
@gestionperfecta https://t.co/gG0Td3vzET",False,Twitter for Android,,,,,,255,278,https://t.co/gG0Td3vzET,https://twitter.com/SIPPELG1/status/1372943510911979522/photo/1,pic.twitter.com/gG0Td3vzET,0,19,RESPUESTAINMEDIATA,186,209,QuitaleLaCoronaAlVirus,,,,,,,,,,,,,"3,13729435088107E+019",43,73,0.3804,Organization,Servicio de Investigación Penal,112,129,0.6738,Organization,Ministerio Público,145,183,0.3112,Place,Llano Adentro de la parroquia La Guaira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,0,13,1,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,37263461500185E+018","1,37263461500185E+018",es,"1,363914410604E+018",2021-03-18T19:42:49+00:00,"Hoy #18deMarzo🇻🇪 nos reunimos con varios prestadores del servicio turístico del estado Bolivariano de Miranda, coordinando esfuerzos ante esta nueva variante Brasilera. Sector Público y Privado trabajando unidos para garantizar el maximo apoyo a la salud de nuestro Pueblo. https://t.co/j6gGCcDBFg",False,Twitter for Android,,,,,,274,297,https://t.co/j6gGCcDBFg,https://twitter.com/JessPlasencia4/status/1372634615001845766/photo/1,pic.twitter.com/j6gGCcDBFg,4,14,18deMarzo,,,,,,,,,,,,,,,,"3,13726345510806E+019",104,110,0.5409,Place,Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,297,https://t.co/j6gGCcDBFg,https://twitter.com/JessPlasencia4/status/1372634615001845766/photo/1,pic.twitter.com/j6gGCcDBFg,"3,13726345687093E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,297,https://t.co/j6gGCcDBFg,https://twitter.com/JessPlasencia4/status/1372634615001845766/photo/1,pic.twitter.com/j6gGCcDBFg,274,297,https://t.co/j6gGCcDBFg,https://twitter.com/JessPlasencia4/status/1372634615001845766/photo/1,pic.twitter.com/j6gGCcDBFg,"3,13726345853817E+019","3,13726346034339E+019",,,,,,,,
,,20,3,5,0,everyone,0,10,Farmarato,,,,,,,"8,98538105984217E+017",01939c9a2941c18a,"1,37259611782999E+018","1,37259611782999E+018",es,433779240,2021-03-18T17:09:50+00:00,@Farmarato Servicio Público se requiere con carácter de urgencia este medicamento para profe Luis Diaz de la UCV recluido en el Seguro de San José de Maracay https://t.co/oTmKpmiW1Y,False,Twitter for iPhone,,,,,,158,181,https://t.co/oTmKpmiW1Y,https://twitter.com/LigiaHernandez8/status/1372596117829992449/photo/1,pic.twitter.com/oTmKpmiW1Y,,,,,,,,,,,,,,,,,,,"3,13725961080363E+019",93,101,0.9634,Person,Luis Diaz,128,156,0.5594,Place,Seguro de San José de Maracay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,16,CarmenPecorelli,,,,,,,328829422,01939c9a2941c18a,"1,37259490207748E+018","1,37259490207748E+018",es,433779240,2021-03-18T17:05:00+00:00,@CarmenPecorelli Servicio Público se requiere con carácter de urgencia este medicamento para profe Luis Diaz de la UCV recluido en el Seguro de San José https://t.co/OUDUXdilyu,False,Twitter for iPhone,,,,,,153,176,https://t.co/OUDUXdilyu,https://twitter.com/LigiaHernandez8/status/1372594902077476872/photo/1,pic.twitter.com/OUDUXdilyu,,,,,,,,,,,,,,,,,,,"3,13725948966458E+019",99,107,0.9689,Person,Luis Diaz,134,151,0.4963,Place,Seguro de San José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,11,churuguara,,,,,,,55262663,01939c9a2941c18a,"1,37259430089525E+018","1,37259430089525E+018",es,433779240,2021-03-18T17:02:37+00:00,@churuguara Servicio Público se requiere con carácter de urgencia este medicamento para profe Luis Diaz de la UCV recluido en el Seguro de San José https://t.co/cPa935xwyE,False,Twitter for iPhone,,,,,,148,171,https://t.co/cPa935xwyE,https://twitter.com/LigiaHernandez8/status/1372594300895248385/photo/1,pic.twitter.com/cPa935xwyE,,,,,,,,,,,,,,,,,,,"3,13725942942179E+019",94,102,0.9689,Person,Luis Diaz,129,146,0.4963,Place,Seguro de San José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,15,victoria1039fm,,,,,,,87347666,01939c9a2941c18a,"1,37259382051742E+018","1,37259382051742E+018",es,433779240,2021-03-18T17:00:43+00:00,@victoria1039fm Servicio Público se requiere con carácter de urgencia este medicamento para profe Luis Diaz de la UCV recluido en el Seguro de San José https://t.co/xFjMvHFLrL,False,Twitter for iPhone,,,,,,152,175,https://t.co/xFjMvHFLrL,https://twitter.com/LigiaHernandez8/status/1372593820517421057/photo/1,pic.twitter.com/xFjMvHFLrL,,,,,,,,,,,,,,,,,,,"3,13725938123217E+019",98,106,0.9689,Person,Luis Diaz,133,150,0.4963,Place,Seguro de San José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,37226282007994E+018",0,0,1,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,37226408986772E+018","1,37226408986772E+018",es,111454298,2021-03-17T19:10:29+00:00,Cómo debe ser ! Servicio Público !!! https://t.co/EIqKCDo7Pj,False,Twitter for Android,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,37,60,https://t.co/EIqKCDo7Pj,https://twitter.com/HidroCapital2/status/1372262820079935491,twitter.com/HidroCapital2/…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,0,0,0,everyone,,,,,,,,,,,01a73d6169f504ac,"1,37218091442865E+018","1,37218091442865E+018",es,83521740,2021-03-17T13:39:58+00:00,"SERVICIO PÚBLICO: se necesitan Donantes de sangre de tipo O+ y O- para el paciente José Batuel Lobo Sánchez quién está en emergencia del hospital Central de San Cristóbal por presentar una hemorragia digestiva. Teléfonos:
 0424-8740874
Nancy Acevedo

0414-705-6363
Karina Acevedo https://t.co/8NCJiVG6bS",False,Twitter for Android,,,,,,280,303,https://t.co/8NCJiVG6bS,https://twitter.com/GustavoAzocarA/status/1372180914428649472/photo/1,pic.twitter.com/8NCJiVG6bS,,,,,,,,,,,,,,,,,,,"3,13721809127257E+019",83,106,0.8225,Person,José Batuel Lobo Sánchez,137,169,0.3238,Place,hospital Central de San Cristóbal,236,248,0.6905,Person,Nancy Acevedo,265,278,0.5432,Person,Karina Acevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,0198c6f108778b40,"1,37198570312344E+018","1,37198570312344E+018",es,309820661,2021-03-17T00:44:16+00:00,"👉✅Satrim tiene canal en #telegram queremos  mantenernos conectados contigo a través de todos los medios posibles.👉Nuestra visión es convertirnos en un servicio público modelo, con calidad en los procesos de recaudación y atención oportuna a los contribuyentes y usuarios. https://t.co/D5nFrDoNYb",False,Twitter for Android,,,,,,272,295,https://t.co/D5nFrDoNYb,https://twitter.com/SATRIM_GIRARDOT/status/1371985703123443715/video/1,pic.twitter.com/D5nFrDoNYb,24,33,telegram,,,,,,,,,,,,,,,,"7,13719848026945E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,37194065552673E+018",0,0,0,0,everyone,,,,,,,,,,,00e7ab373bbd3707,"1,37197766388838E+018","1,37197766388838E+018",es,"8,52599924470538E+017",2021-03-17T00:12:19+00:00,Y Cuéntame cuanto es el salario mínimo para Que un servicio público tenga esas tarifas tan elevadas? https://t.co/xwwVqP90Ue,False,Twitter for Android,,,,,,101,124,https://t.co/xwwVqP90Ue,https://twitter.com/Lunablanca2020/status/1371940655526727692,twitter.com/Lunablanca2020…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0,3,0,everyone,,,,,,,,,,,0032a06455f7e1ea,"1,37190735248878E+018","1,37190735248878E+018",es,176121994,2021-03-16T19:32:56+00:00,Servicio público. https://t.co/4cK9FBXXEQ,False,Twitter for Android,,,,,,18,41,https://t.co/4cK9FBXXEQ,https://twitter.com/monje2021/status/1371907352488783877/photo/1,pic.twitter.com/4cK9FBXXEQ,,,,,,,,,,,,,,,,,,,"3,13719073479127E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,1,0,everyone,,,,,,,,,,,0032a06455f7e1ea,"1,37190679501957E+018","1,37190679501957E+018",es,176121994,2021-03-16T19:30:43+00:00,Servicio público. https://t.co/hGZwrr9xWu,False,Twitter for Android,,,,,,18,41,https://t.co/hGZwrr9xWu,https://twitter.com/monje2021/status/1371906795019571204/photo/1,pic.twitter.com/hGZwrr9xWu,,,,,,,,,,,,,,,,,,,"3,1371906790905E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,37151370267192E+018",2,0,1,0,everyone,,,,,,,,,,,0032a06455f7e1ea,"1,37151519461102E+018","1,37151519461102E+018",es,176121994,2021-03-15T17:34:38+00:00,Servicio público. https://t.co/rnFqIrnPYP,False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,18,41,https://t.co/rnFqIrnPYP,https://twitter.com/CARMAN/status/1371513702671917058,twitter.com/CARMAN/status/…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23,0,15,1,everyone,,,,,,,,,,,015d19216c749864,"1,37146377978819E+018","1,37146377978819E+018",es,150729975,2021-03-15T14:10:20+00:00,"Se suspenden las jornadas de Servicio Comunitario programadas para el 16 y 17 de este mes debido al repunte de la Pandemia, la desmovilización del transporte público y la no cancelación del salario de los trabajadores de nuestra UC. Estén atentos a los anuncios",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,114,121,0.4941,Place,Pandemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
